981297 function calls (969090 primitive calls) in 0.817 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:368(_make_selector)
      123    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
       24    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
      170    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
       13    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
        1    0.000    0.000    0.000    0.000 pathlib.py:434(__init__)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
       11    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
       17    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
      822    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
      356    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
      847    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
      230    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:991(update)
        2    0.000    0.000    0.000    0.000 dataclasses.py:587(_repr_fn)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
        1    0.000    0.000    0.000    0.000 ticker.py:2240(LogLocator)
       19    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 patches.py:3086(ArrowStyle)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
       94    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
       40    0.000    0.000    0.000    0.000 colors.py:1149(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
       18    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
      349    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       60    0.000    0.000    0.000    0.000 inspect.py:2703(replace)
       25    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       20    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 patches.py:1259(Arrow)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
        1    0.000    0.000    0.000    0.000 __init__.py:588(matplotlib_fname)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
        6    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
       35    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.000    0.000 widgets.py:1341(TextBox)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      648    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
       50    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
       33    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
      944    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 widgets.py:2533(SpanSelector)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
        2    0.000    0.000    0.000    0.000 dataclasses.py:623(_cmp_fn)
       69    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 widgets.py:615(RangeSlider)
      968    0.000    0.000    0.000    0.000 numeric.py:1125(_roll_dispatcher)
       51    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
       32    0.000    0.000    0.000    0.000 colors.py:497(<setcomp>)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertAxes)
      282    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
        1    0.000    0.000    0.000    0.000 geo.py:246(AitoffAxes)
      189    0.000    0.000    0.000    0.000 inspect.py:1867(_signature_get_user_defined_method)
        6    0.000    0.000    0.000    0.000 patches.py:2271(<listcomp>)
       39    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
     1876    0.000    0.000    0.000    0.000 __init__.py:847(<lambda>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       63    0.000    0.000    0.000    0.000 inspect.py:1985(_signature_is_builtin)
       30    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
      234    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
      183    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        4    0.000    0.000    0.000    0.000 __init__.py:609(gen_candidates)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
        3    0.000    0.000    0.000    0.000 pathlib.py:995(home)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
      138    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
       15    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(IdentityTransform)
      114    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
     1036    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
      448    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      170    0.000    0.000    0.000    0.000 colors.py:677(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:43(Tick)
        1    0.000    0.000    0.000    0.000 widgets.py:2940(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7c1e99b8c0d0}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      162    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
     1178    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       34    0.000    0.000    0.000    0.000 numeric.py:136(ones)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5329(delimitedList)
      836    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(<listcomp>)
       11    0.000    0.000    0.000    0.000 functools.py:651(cache)
       28    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:801(__init__)
      282    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:980(__or__)
      339    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 __init__.py:552(get_configdir)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2338(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
      157    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
       30    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 text.py:1615(Annotation)
      968    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
      187    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
      222    0.000    0.000    0.000    0.000 transforms.py:1329(<genexpr>)
        4    0.000    0.000    0.000    0.000 colors.py:1679(_make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
        1    0.000    0.000    0.000    0.000 __init__.py:571(get_cachedir)
        1    0.000    0.000    0.000    0.000 patches.py:2658(ConnectionStyle)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:553(<listcomp>)
      713    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       85    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
      816    0.000    0.000    0.000    0.000 inspect.py:2691(default)
       27    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
      322    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4054(FancyArrowPatch)
      444    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
        6    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 widgets.py:3809(PolygonSelector)
        1    0.000    0.000    0.000    0.000 scale.py:348(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
       35    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
      791    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7c1e989d3e20}
      318    0.000    0.000    0.000    0.000 __init__.py:781(__iter__)
      134    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       65    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:211(BboxBase)
        1    0.000    0.000    0.000    0.000 patches.py:2293(BoxStyle)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:2264(<listcomp>)
       67    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
      536    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       78    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
      480    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3807(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 image.py:1034(NonUniformImage)
      638    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       12    0.000    0.000    0.000    0.000 dataclasses.py:722(_get_field)
        3    0.000    0.000    0.000    0.000 pathlib.py:1432(expanduser)
      137    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
       51    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:4394(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.000    0.000 contour.py:716(ContourSet)
        1    0.000    0.000    0.000    0.000 widgets.py:3051(ToolHandles)
        1    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        3    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
      138    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       28    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
       14    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(Cursor)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
        4    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
       33    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
      206    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      160    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1212(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 geo.py:344(MollweideTransform)
        1    0.000    0.000    0.000    0.000 widgets.py:3733(LassoSelector)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
        8    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       29    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
       21    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       78    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       19    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
      282    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
       89    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:297(HammerTransform)
      222    0.000    0.000    0.000    0.000 transforms.py:1335(<genexpr>)
      183    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        6    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:3038(__hash__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3973(_setResultsName)
        8    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
       33    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
      450    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 colors.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
       63    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
      248    0.000    0.000    0.000    0.000 patches.py:2271(<genexpr>)
       89    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       84    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 __init__.py:495(_get_xdg_config_dir)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
       96    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 quiver.py:445(Quiver)
        1    0.000    0.000    0.000    0.000 widgets.py:4177(Lasso)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
       31    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
      331    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
       20    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
       42    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
      117    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        4    0.000    0.000    0.000    0.000 colors.py:1697(Norm)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
      435    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 widgets.py:996(CheckButtons)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1036(_idat)
       33    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        6    0.000    0.000    0.000    0.000 pathlib.py:1300(is_dir)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1969(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      170    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
       28    0.000    0.000    0.000    0.000 pathlib.py:966(_make_child_relpath)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       12    0.000    0.000    0.000    0.000 typing.py:722(__init__)
      293    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
      156    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
       15    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 __init__.py:505(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffTransform)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
      282    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
      248    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       32    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 backend_bases.py:153(RendererBase)
       74    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
        1    0.000    0.000    0.000    0.000 patches.py:1922(Arc)
      201    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5707(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:441(_validate_papersize)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
       22    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
       28    0.000    0.000    0.000    0.000 rcsetup.py:462(_validate_linestyle)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      272    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        1    0.000    0.000    0.000    0.000 quiver.py:866(Barbs)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_data_path)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
      102    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        6    0.000    0.000    0.000    0.000 pyparsing.py:5705(<lambda>)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:480(broadcast_arrays)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
      138    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        2    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
      170    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
      141    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
       55    0.000    0.000    0.000    0.000 types.py:176(__get__)
      172    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
        7    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
      282    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       57    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       31    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1170(mkdir)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
        6    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 geo.py:386(InvertedMollweideTransform)
       57    0.000    0.000    0.000    0.000 inspect.py:2412(<lambda>)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 polar.py:188(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:381(InvertedSymmetricalLogTransform)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
       27    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       63    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
       11    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
       21    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
